sentence_id,token_id,sentence,token,spo_label
7,4,"When there is excess sugar in your blood, your kidneys work harder to filter and absorb it, creating a need for more fluids in your body.",excess,Object
7,5,"When there is excess sugar in your blood, your kidneys work harder to filter and absorb it, creating a need for more fluids in your body.",sugar,Object
7,6,"When there is excess sugar in your blood, your kidneys work harder to filter and absorb it, creating a need for more fluids in your body.",in,Object
7,7,"When there is excess sugar in your blood, your kidneys work harder to filter and absorb it, creating a need for more fluids in your body.",your,Object
7,8,"When there is excess sugar in your blood, your kidneys work harder to filter and absorb it, creating a need for more fluids in your body.",blood,Object
7,9,"When there is excess sugar in your blood, your kidneys work harder to filter and absorb it, creating a need for more fluids in your body.",",",other
7,10,"When there is excess sugar in your blood, your kidneys work harder to filter and absorb it, creating a need for more fluids in your body.",your,Subject
7,11,"When there is excess sugar in your blood, your kidneys work harder to filter and absorb it, creating a need for more fluids in your body.",kidneys,Subject
7,12,"When there is excess sugar in your blood, your kidneys work harder to filter and absorb it, creating a need for more fluids in your body.",work,Predicate
7,13,"When there is excess sugar in your blood, your kidneys work harder to filter and absorb it, creating a need for more fluids in your body.",harder,Predicate
7,14,"When there is excess sugar in your blood, your kidneys work harder to filter and absorb it, creating a need for more fluids in your body.",to,Predicate
7,15,"When there is excess sugar in your blood, your kidneys work harder to filter and absorb it, creating a need for more fluids in your body.",filter,Predicate
7,16,"When there is excess sugar in your blood, your kidneys work harder to filter and absorb it, creating a need for more fluids in your body.",and,other
7,17,"When there is excess sugar in your blood, your kidneys work harder to filter and absorb it, creating a need for more fluids in your body.",absorb,Predicate
7,18,"When there is excess sugar in your blood, your kidneys work harder to filter and absorb it, creating a need for more fluids in your body.",it,Object
7,19,"When there is excess sugar in your blood, your kidneys work harder to filter and absorb it, creating a need for more fluids in your body.",",",other
7,20,"When there is excess sugar in your blood, your kidneys work harder to filter and absorb it, creating a need for more fluids in your body.",creating,Predicate
7,21,"When there is excess sugar in your blood, your kidneys work harder to filter and absorb it, creating a need for more fluids in your body.",a,Object
7,22,"When there is excess sugar in your blood, your kidneys work harder to filter and absorb it, creating a need for more fluids in your body.",need,Object
7,23,"When there is excess sugar in your blood, your kidneys work harder to filter and absorb it, creating a need for more fluids in your body.",for,Object
7,24,"When there is excess sugar in your blood, your kidneys work harder to filter and absorb it, creating a need for more fluids in your body.",more,Object
7,25,"When there is excess sugar in your blood, your kidneys work harder to filter and absorb it, creating a need for more fluids in your body.",fluids,Object
7,26,"When there is excess sugar in your blood, your kidneys work harder to filter and absorb it, creating a need for more fluids in your body.",in,Object
7,27,"When there is excess sugar in your blood, your kidneys work harder to filter and absorb it, creating a need for more fluids in your body.",your,Object
7,28,"When there is excess sugar in your blood, your kidneys work harder to filter and absorb it, creating a need for more fluids in your body.",body,Object
7,29,"When there is excess sugar in your blood, your kidneys work harder to filter and absorb it, creating a need for more fluids in your body.",.,other
8,1,P: I see.,P,other
8,2,P: I see.,:,other
8,3,P: I see.,I,other
8,4,P: I see.,see,other
8,5,P: I see.,.,other
9,1,And is this excess thirst harmful?,And,other
9,2,And is this excess thirst harmful?,is,Predicate
9,3,And is this excess thirst harmful?,this,Subject
9,4,And is this excess thirst harmful?,excess,Subject
9,5,And is this excess thirst harmful?,thirst,Subject
9,6,And is this excess thirst harmful?,harmful,Object
9,7,And is this excess thirst harmful?,?,other
10,1,"A: If left unchecked, high blood sugar levels can lead to complications like dehydration, which can further disrupt blood sugar control.",A,other
10,2,"A: If left unchecked, high blood sugar levels can lead to complications like dehydration, which can further disrupt blood sugar control.",:,other
10,3,"A: If left unchecked, high blood sugar levels can lead to complications like dehydration, which can further disrupt blood sugar control.",If,other
10,4,"A: If left unchecked, high blood sugar levels can lead to complications like dehydration, which can further disrupt blood sugar control.",left,other
10,5,"A: If left unchecked, high blood sugar levels can lead to complications like dehydration, which can further disrupt blood sugar control.",unchecked,other
10,6,"A: If left unchecked, high blood sugar levels can lead to complications like dehydration, which can further disrupt blood sugar control.",",",other
10,7,"A: If left unchecked, high blood sugar levels can lead to complications like dehydration, which can further disrupt blood sugar control.",high,Subject
10,8,"A: If left unchecked, high blood sugar levels can lead to complications like dehydration, which can further disrupt blood sugar control.",blood,Subject
10,9,"A: If left unchecked, high blood sugar levels can lead to complications like dehydration, which can further disrupt blood sugar control.",sugar,Subject
10,10,"A: If left unchecked, high blood sugar levels can lead to complications like dehydration, which can further disrupt blood sugar control.",levels,Subject
10,11,"A: If left unchecked, high blood sugar levels can lead to complications like dehydration, which can further disrupt blood sugar control.",can,Predicate
10,12,"A: If left unchecked, high blood sugar levels can lead to complications like dehydration, which can further disrupt blood sugar control.",lead,Predicate
10,13,"A: If left unchecked, high blood sugar levels can lead to complications like dehydration, which can further disrupt blood sugar control.",to,Predicate
10,14,"A: If left unchecked, high blood sugar levels can lead to complications like dehydration, which can further disrupt blood sugar control.",complications,Object
10,15,"A: If left unchecked, high blood sugar levels can lead to complications like dehydration, which can further disrupt blood sugar control.",like,Object
10,16,"A: If left unchecked, high blood sugar levels can lead to complications like dehydration, which can further disrupt blood sugar control.",dehydration,Object
10,17,"A: If left unchecked, high blood sugar levels can lead to complications like dehydration, which can further disrupt blood sugar control.",",",other
10,18,"A: If left unchecked, high blood sugar levels can lead to complications like dehydration, which can further disrupt blood sugar control.",which,other
10,19,"A: If left unchecked, high blood sugar levels can lead to complications like dehydration, which can further disrupt blood sugar control.",can,Predicate
10,20,"A: If left unchecked, high blood sugar levels can lead to complications like dehydration, which can further disrupt blood sugar control.",further,Predicate
10,21,"A: If left unchecked, high blood sugar levels can lead to complications like dehydration, which can further disrupt blood sugar control.",disrupt,Predicate
10,22,"A: If left unchecked, high blood sugar levels can lead to complications like dehydration, which can further disrupt blood sugar control.",blood,Object
10,23,"A: If left unchecked, high blood sugar levels can lead to complications like dehydration, which can further disrupt blood sugar control.",sugar,Object
10,24,"A: If left unchecked, high blood sugar levels can lead to complications like dehydration, which can further disrupt blood sugar control.",control,Object
10,25,"A: If left unchecked, high blood sugar levels can lead to complications like dehydration, which can further disrupt blood sugar control.",.,other
11,1,It is important to keep your blood sugar levels in check to prevent such symptoms.,It,other
11,2,It is important to keep your blood sugar levels in check to prevent such symptoms.,is,Predicate
11,3,It is important to keep your blood sugar levels in check to prevent such symptoms.,important,Object
11,4,It is important to keep your blood sugar levels in check to prevent such symptoms.,to,Predicate
11,5,It is important to keep your blood sugar levels in check to prevent such symptoms.,keep,Predicate
11,6,It is important to keep your blood sugar levels in check to prevent such symptoms.,your,Object
11,7,It is important to keep your blood sugar levels in check to prevent such symptoms.,blood,Object
11,8,It is important to keep your blood sugar levels in check to prevent such symptoms.,sugar,Object
11,9,It is important to keep your blood sugar levels in check to prevent such symptoms.,levels,Object
11,10,It is important to keep your blood sugar levels in check to prevent such symptoms.,in,Object
11,11,It is important to keep your blood sugar levels in check to prevent such symptoms.,check,Object
11,12,It is important to keep your blood sugar levels in check to prevent such symptoms.,to,Predicate
11,13,It is important to keep your blood sugar levels in check to prevent such symptoms.,prevent,Predicate
11,14,It is important to keep your blood sugar levels in check to prevent such symptoms.,such,Object
11,15,It is important to keep your blood sugar levels in check to prevent such symptoms.,symptoms,Object
11,16,It is important to keep your blood sugar levels in check to prevent such symptoms.,.,other
12,1,"P: So, I should be checking my blood sugar levels more often?",P,other
12,2,"P: So, I should be checking my blood sugar levels more often?",:,other
12,3,"P: So, I should be checking my blood sugar levels more often?",So,other
12,4,"P: So, I should be checking my blood sugar levels more often?",",",other
12,5,"P: So, I should be checking my blood sugar levels more often?",I,Subject
12,6,"P: So, I should be checking my blood sugar levels more often?",should,Predicate
12,7,"P: So, I should be checking my blood sugar levels more often?",be,Predicate
12,8,"P: So, I should be checking my blood sugar levels more often?",checking,Predicate
12,9,"P: So, I should be checking my blood sugar levels more often?",my,Object
12,10,"P: So, I should be checking my blood sugar levels more often?",blood,Object
12,11,"P: So, I should be checking my blood sugar levels more often?",sugar,Object
12,12,"P: So, I should be checking my blood sugar levels more often?",levels,Object
12,13,"P: So, I should be checking my blood sugar levels more often?",more,Object
12,14,"P: So, I should be checking my blood sugar levels more often?",often,Object
12,15,"P: So, I should be checking my blood sugar levels more often?",?,other
13,1,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",A,other
13,2,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",:,other
13,3,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",Yes,other
13,4,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",",",other
13,5,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",regular,Subject
13,6,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",monitoring,Subject
13,7,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",will,Predicate
13,8,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",help,Predicate
13,9,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",you,Object
13,10,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",better,Object
13,11,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",understand,Object
13,12,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",your,Object
13,13,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",blood,Object
13,14,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",sugar,Object
13,15,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",patterns,Object
13,16,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",and,other
13,17,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",manage,other
13,18,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",your,other
13,19,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",diabetes,other
13,20,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",effectively,other
13,21,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",.,other
14,1,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",A,other
14,2,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",:,other
14,3,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",Yes,other
14,4,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",",",other
14,5,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",regular,Subject
14,6,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",monitoring,Subject
14,7,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",will,Predicate
14,8,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",help,Predicate
14,9,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",you,other
14,10,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",better,other
14,11,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",understand,other
14,12,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",your,other
14,13,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",blood,other
14,14,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",sugar,other
14,15,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",patterns,other
14,16,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",and,other
14,17,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",manage,Predicate
14,18,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",your,Object
14,19,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",diabetes,Object
14,20,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",effectively,Object
14,21,"A: Yes, regular monitoring will help you better understand your blood sugar patterns and manage your diabetes effectively.",.,other
15,1,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",Also,other
15,2,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",",",other
15,3,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",ensure,Predicate
15,4,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",you,Subject
15,5,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",are,Predicate
15,6,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",taking,Predicate
15,7,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",your,Object
15,8,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",medication,Object
15,9,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",as,Object
15,10,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",prescribed,Object
15,11,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",and,other
15,12,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",maintaining,other
15,13,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",a,other
15,14,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",balanced,other
15,15,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",diet,other
15,16,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",.,other
16,1,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",Also,other
16,2,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",",",other
16,3,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",ensure,Predicate
16,4,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",you,Subject
16,5,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",are,Predicate
16,6,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",taking,other
16,7,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",your,other
16,8,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",medication,other
16,9,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",as,other
16,10,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",prescribed,other
16,11,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",and,other
16,12,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",maintaining,Predicate
16,13,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",a,Object
16,14,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",balanced,Object
16,15,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",diet,Object
16,16,"Also, ensure you are taking your medication as prescribed and maintaining a balanced diet.",.,other
17,1,P: Will do.,P,other
17,2,P: Will do.,:,other
17,3,P: Will do.,Will,other
17,4,P: Will do.,do,other
17,5,P: Will do.,.,other
18,1,"Thank you for your advice, I appreciate your help.",Thank,other
18,2,"Thank you for your advice, I appreciate your help.",you,other
18,3,"Thank you for your advice, I appreciate your help.",for,other
18,4,"Thank you for your advice, I appreciate your help.",your,other
18,5,"Thank you for your advice, I appreciate your help.",advice,other
18,6,"Thank you for your advice, I appreciate your help.",",",other
18,7,"Thank you for your advice, I appreciate your help.",I,other
18,8,"Thank you for your advice, I appreciate your help.",appreciate,other
18,9,"Thank you for your advice, I appreciate your help.",your,other
18,10,"Thank you for your advice, I appreciate your help.",help,other
18,11,"Thank you for your advice, I appreciate your help.",.,other
19,1,"A: You are very welcome, Abdullah!",A,other
19,2,"A: You are very welcome, Abdullah!",:,other
19,3,"A: You are very welcome, Abdullah!",You,other
19,4,"A: You are very welcome, Abdullah!",are,other
19,5,"A: You are very welcome, Abdullah!",very,other
19,6,"A: You are very welcome, Abdullah!",welcome,other
19,7,"A: You are very welcome, Abdullah!",",",other
19,8,"A: You are very welcome, Abdullah!",Abdullah,other
19,9,"A: You are very welcome, Abdullah!",!,other
20,1,Keeping a close eye on your symptoms and blood sugar levels is key.,Keeping,Subject
20,2,Keeping a close eye on your symptoms and blood sugar levels is key.,a,Subject
20,3,Keeping a close eye on your symptoms and blood sugar levels is key.,close,Subject
20,4,Keeping a close eye on your symptoms and blood sugar levels is key.,eye,Subject
20,5,Keeping a close eye on your symptoms and blood sugar levels is key.,on,Subject
20,6,Keeping a close eye on your symptoms and blood sugar levels is key.,your,Subject
20,7,Keeping a close eye on your symptoms and blood sugar levels is key.,symptoms,Subject
20,8,Keeping a close eye on your symptoms and blood sugar levels is key.,and,other
20,9,Keeping a close eye on your symptoms and blood sugar levels is key.,blood,Subject
20,10,Keeping a close eye on your symptoms and blood sugar levels is key.,sugar,Subject
20,11,Keeping a close eye on your symptoms and blood sugar levels is key.,levels,Subject
20,12,Keeping a close eye on your symptoms and blood sugar levels is key.,is,Predicate
20,13,Keeping a close eye on your symptoms and blood sugar levels is key.,key,Object
20,14,Keeping a close eye on your symptoms and blood sugar levels is key.,.,other
21,1,Do not hesitate to reach out if you have any other questions or concerns.,Do,other
21,2,Do not hesitate to reach out if you have any other questions or concerns.,not,other
21,3,Do not hesitate to reach out if you have any other questions or concerns.,hesitate,other
21,4,Do not hesitate to reach out if you have any other questions or concerns.,to,other
21,5,Do not hesitate to reach out if you have any other questions or concerns.,reach,other
21,6,Do not hesitate to reach out if you have any other questions or concerns.,out,other
21,7,Do not hesitate to reach out if you have any other questions or concerns.,if,other
21,8,Do not hesitate to reach out if you have any other questions or concerns.,you,other
21,9,Do not hesitate to reach out if you have any other questions or concerns.,have,other
21,10,Do not hesitate to reach out if you have any other questions or concerns.,any,other
21,11,Do not hesitate to reach out if you have any other questions or concerns.,other,other
21,12,Do not hesitate to reach out if you have any other questions or concerns.,questions,other
21,13,Do not hesitate to reach out if you have any other questions or concerns.,or,other
21,14,Do not hesitate to reach out if you have any other questions or concerns.,concerns,other
21,15,Do not hesitate to reach out if you have any other questions or concerns.,.,other
22,1,You are not alone in managing your diabetes.,You,Subject
22,2,You are not alone in managing your diabetes.,are,Predicate
22,3,You are not alone in managing your diabetes.,not,Predicate
22,4,You are not alone in managing your diabetes.,alone,Predicate
22,5,You are not alone in managing your diabetes.,in,Predicate
22,6,You are not alone in managing your diabetes.,managing,Predicate
22,7,You are not alone in managing your diabetes.,your,Object
22,8,You are not alone in managing your diabetes.,diabetes,Object
22,9,You are not alone in managing your diabetes.,.,other
23,1,P: I have been hesitant about trying new types of exercise.,P,other
23,2,P: I have been hesitant about trying new types of exercise.,:,other
23,3,P: I have been hesitant about trying new types of exercise.,I,Subject
23,4,P: I have been hesitant about trying new types of exercise.,have,Predicate
23,5,P: I have been hesitant about trying new types of exercise.,been,Predicate
23,6,P: I have been hesitant about trying new types of exercise.,hesitant,Predicate
23,7,P: I have been hesitant about trying new types of exercise.,about,Predicate
23,8,P: I have been hesitant about trying new types of exercise.,trying,Predicate
23,9,P: I have been hesitant about trying new types of exercise.,new,Object
23,10,P: I have been hesitant about trying new types of exercise.,types,Object
23,11,P: I have been hesitant about trying new types of exercise.,of,Object
23,12,P: I have been hesitant about trying new types of exercise.,exercise,Object
23,13,P: I have been hesitant about trying new types of exercise.,.,other
24,1,Do you think swimming could be a good option for me?,Do,Predicate
24,2,Do you think swimming could be a good option for me?,you,Subject
24,3,Do you think swimming could be a good option for me?,think,Predicate
24,4,Do you think swimming could be a good option for me?,swimming,Object
24,5,Do you think swimming could be a good option for me?,could,Predicate
24,6,Do you think swimming could be a good option for me?,be,Predicate
24,7,Do you think swimming could be a good option for me?,a,Object
24,8,Do you think swimming could be a good option for me?,good,Object
24,9,Do you think swimming could be a good option for me?,option,Object
24,10,Do you think swimming could be a good option for me?,for,Object
24,11,Do you think swimming could be a good option for me?,me,Object
24,12,Do you think swimming could be a good option for me?,?,other
25,1,"Absolutely, Abdullah.",Absolutely,other
25,2,"Absolutely, Abdullah.",",",other
25,3,"Absolutely, Abdullah.",Abdullah,other
25,4,"Absolutely, Abdullah.",.,other
26,1,Swimming is a great exercise for people with Type 2 Diabetes.,Swimming,Subject
26,2,Swimming is a great exercise for people with Type 2 Diabetes.,is,Predicate
26,3,Swimming is a great exercise for people with Type 2 Diabetes.,a,Object
26,4,Swimming is a great exercise for people with Type 2 Diabetes.,great,Object
26,5,Swimming is a great exercise for people with Type 2 Diabetes.,exercise,Object
26,6,Swimming is a great exercise for people with Type 2 Diabetes.,for,Object
26,7,Swimming is a great exercise for people with Type 2 Diabetes.,people,Object
26,8,Swimming is a great exercise for people with Type 2 Diabetes.,with,Object
26,9,Swimming is a great exercise for people with Type 2 Diabetes.,Type,Object
26,10,Swimming is a great exercise for people with Type 2 Diabetes.,2,Object
26,11,Swimming is a great exercise for people with Type 2 Diabetes.,Diabetes,Object
26,12,Swimming is a great exercise for people with Type 2 Diabetes.,.,other
27,1,"It is low-impact, which is easy on the joints, and aids in better blood glucose control.",It,Subject
27,2,"It is low-impact, which is easy on the joints, and aids in better blood glucose control.",is,Predicate
27,3,"It is low-impact, which is easy on the joints, and aids in better blood glucose control.",low-impact,Object
27,4,"It is low-impact, which is easy on the joints, and aids in better blood glucose control.",",",other
27,5,"It is low-impact, which is easy on the joints, and aids in better blood glucose control.",which,other
27,6,"It is low-impact, which is easy on the joints, and aids in better blood glucose control.",is,other
27,7,"It is low-impact, which is easy on the joints, and aids in better blood glucose control.",easy,other
27,8,"It is low-impact, which is easy on the joints, and aids in better blood glucose control.",on,other
27,9,"It is low-impact, which is easy on the joints, and aids in better blood glucose control.",the,other
27,10,"It is low-impact, which is easy on the joints, and aids in better blood glucose control.",joints,other
27,11,"It is low-impact, which is easy on the joints, and aids in better blood glucose control.",",",other
27,12,"It is low-impact, which is easy on the joints, and aids in better blood glucose control.",and,other
27,13,"It is low-impact, which is easy on the joints, and aids in better blood glucose control.",aids,other
27,14,"It is low-impact, which is easy on the joints, and aids in better blood glucose control.",in,other
27,15,"It is low-impact, which is easy on the joints, and aids in better blood glucose control.",better,other
27,16,"It is low-impact, which is easy on the joints, and aids in better blood glucose control.",blood,other
27,17,"It is low-impact, which is easy on the joints, and aids in better blood glucose control.",glucose,other
27,18,"It is low-impact, which is easy on the joints, and aids in better blood glucose control.",control,other
27,19,"It is low-impact, which is easy on the joints, and aids in better blood glucose control.",.,other
28,1,"It is low-impact, which is easy on the joints, and aids in better blood glucose control.",It,other
28,2,"It is low-impact, which is easy on the joints, and aids in better blood glucose control.",is,other
28,3,"It is low-impact, which is easy on the joints, and aids in better blood glucose control.",low-impact,other
28,4,"It is low-impact, which is easy on the joints, and aids in better blood glucose control.",",",other
28,5,"It is low-impact, which is easy on the joints, and aids in better blood glucose control.",which,Subject
28,6,"It is low-impact, which is easy on the joints, and aids in better blood glucose control.",is,Predicate
28,7,"It is low-impact, which is easy on the joints, and aids in better blood glucose control.",easy,Predicate
28,8,"It is low-impact, which is easy on the joints, and aids in better blood glucose control.",on,Predicate
28,9,"It is low-impact, which is easy on the joints, and aids in better blood glucose control.",the,Object
